nombre,artista,posicion,fecha_subida,fecha_lanzamiento,reproducciones,titulo,canal,fecha_publicacion,vistas
,,6,2024-07-10,,,Cosmic,Red Velvet - Topic,2024-06-24,3533456.0
,,7,2024-07-10,,,애상,Lee Mujin - Topic,2024-06-30,1107767.0
,,8,2024-07-10,,,TAEYEON 태연 'Heaven' MV,SMTOWN,2024-07-08,1074172.0
,,9,2024-07-10,,,Right Now,NewJeans - Topic,2024-06-21,7325213.0
,,10,2024-07-10,,,FOREVER,BABYMONSTER - Topic,2024-06-30,3446900.0
,,11,2024-07-10,,,Young Man,HYUKOH - Topic,2024-07-03,683168.0
,,12,2024-07-10,,,내가 S면 넌 나의 N이 되어줘,TWS - Topic,2024-06-24,3493551.0
,,13,2024-07-10,,,aespa 'Hot Mess' MV,SMTOWN,2024-07-03,5982910.0
,,14,2024-07-10,,,Into You (네가 내 마음에 자리 잡았다 (Into You)),N.Flying - Topic,2024-06-25,1956744.0
,,15,2024-07-10,,,I Will,Ha Dong Qn - Topic,2024-06-23,2363948.0
,,16,2024-07-10,,,Te Quiero (Te Quiero),KISS OF LIFE - Topic,2024-06-30,1215522.0
,,17,2024-07-10,,,FT아일랜드가 부르는 '이클립스(ECLIPSE) - 소나기' cover,홍기종기 (이홍기),2024-07-02,646156.0
,,18,2024-07-10,,,Uphill Road (Monthly Project 2012 June Yoon Jong Shin) (오르막길),Jung-in - Topic,2024-07-01,241511.0
,,19,2024-07-10,,,Cheeky Icy Thang (Cheeky Icy Thang),STAYC - Topic,2024-07-01,790280.0
,,20,2024-07-10,,,이승윤 '폭포(Waterfall)' MV,이승윤,2024-07-03,517269.0
,,21,2024-07-10,,,Still love you,Lee Young Hyun - Topic,2024-06-30,461317.0
,,22,2024-07-10,,,지민 (Jimin) 'Smeraldo Garden Marching Band (feat. Loco)' Official Track Video,HYBE LABELS,2024-06-28,14808143.0
,,23,2024-07-10,,,Haeyo (2022),An Nyeong - Topic,2024-06-30,267192.0
,,24,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,25,2024-07-10,,,Sunkissed (여름이잖아),BIG Naughty - Topic,2024-06-26,1091084.0
,,26,2024-07-10,,,Boom Boom Bass,RIIZE - Topic,2024-06-17,6044870.0
,,27,2024-07-10,,,"[AAA] HYUKOH(혁오), Sunset Rollercoaster - Antenna (Official MV)",HYUKOH,2024-07-05,471987.0
,,28,2024-07-10,,,내일 할 일 (with Sung Si Kyung) (내일 할 일),Yoon Jong Shin - Topic,2024-07-01,242433.0
,,29,2024-07-10,,,[MV] 이영지 - 모르는 아저씨 (Live ver.),이영지,2024-07-05,408840.0
,,30,2024-07-10,,,[COVER] 도겸 - HAPPY (원곡 : DAY6),SEVENTEEN,2024-06-30,1365305.0
,,1,2024-07-10,,,"Feid, ATL Jacob - LUNA (Letra/Lyrics)",Caribbean Breeze,2024-07-02,2504945.0
,,2,2024-07-10,,,KAROL G - Si Antes Te Hubiera Conocido | Coke Studio,KarolGVEVO,2024-06-25,21775531.0
,,3,2024-07-10,,,"Myke Towers, Renn, Nio García, Yexel - MAQUILLAJE (Remix) Official Video",Myke Towers,2024-07-02,2861523.0
,,4,2024-07-10,,,Romeo Santos - Imitadora (Letra/Lyrics),Eterna Vida,2024-07-02,758505.0
,,5,2024-07-10,,,"Maria Becerra, Trueno, Big One - Cuando Te Vi | CROSSOVER #5",Big One,2024-06-28,16906779.0
,,6,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,7,2024-07-10,,,"Anuel AA, Ozuna,  DJ Luian, Mambo Kingz - Razones (Video Oficial)",Anuel AA,2024-06-28,22023765.0
,,8,2024-07-10,,,"WYA REMIX BLACK AND YELLOW ⚫️🟡 - (Video Oficial) J Abdiel, Anuel AA, Blessd, Izaak & Pirlo",J abdiel,2024-06-25,7950384.0
,,9,2024-07-10,,,"Alex Ponce, Lasso, Sebastian Llosa - Ve y Diles V2 (Remix) [Video Oficial]",Alex Ponce,2024-06-28,1073581.0
,,10,2024-07-10,,,SEVDALIZA - ALIBI FT. PABLLO VITTAR & YSEULT (OFFICIAL MUSIC VIDEO),Sevdaliza,2024-06-28,13521294.0
,,11,2024-07-10,,,Trueno - REAL GANGSTA LOVE (Letra/Lyrics),RegionalOnly,2024-07-01,582851.0
,,12,2024-07-10,,,"Tiago PZK, Manuel Turizo - De Vuelta (Video Oficial)",Tiago PZK,2024-07-05,1176905.0
,,13,2024-07-10,,,"Mirame - Blessd, Ovy On The Drums (letra)",THUNDER,2024-06-29,192629.0
,,14,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,15,2024-07-10,,,Greeicy - A Veces A Besos (Official Video),GreeicyVEVO,2024-06-21,6972018.0
,,16,2024-07-10,,,"Tiago PZK, Duki - RCP (Visualizer)",Tiago PZK,2024-07-05,914371.0
,,17,2024-07-10,,,💔 Julieta Venegas - Me Voy (Letra),Stay Retro,2024-06-26,892797.0
,,18,2024-07-10,,,Miguel Bueno - Fan De Tus Ojos | Video Oficial,Miguel Bueno,2024-07-05,1384110.0
,,19,2024-07-10,,,지민 (Jimin) 'Smeraldo Garden Marching Band (feat. Loco)' Official Track Video,HYBE LABELS,2024-06-28,14808143.0
,,20,2024-07-10,,,"BAILA Y NO LLORES | Kike Jav, Proyecto Coraza (Video Oficial)",Kike Jav,2024-06-14,2183448.0
,,21,2024-07-10,,,"SLAYTER, HADES66, BRYANT MYERS - 9x19 remix 🥷 (Official Video)",SLAYTER,2024-07-09,467223.0
,,22,2024-07-10,,,BABYMONSTER - ‘FOREVER’ M/V,BABYMONSTER,2024-06-30,53449990.0
,,23,2024-07-10,,,TitoTrack #01 || Snoop Dogg x Jeanette  - Pq' Te Vas / Drop It Like It's Hot (Music Video),Tito Silva Music,2024-06-24,6042302.0
,,24,2024-07-10,,,Tiago PZK - Adicción (Visualizer),Tiago PZK,2024-07-05,535602.0
,,25,2024-07-10,,,"El Alfa ""El Jefe"" x Nfasis - ESTE (Video Oficial)",ElAlfaElJefeTV,2024-07-04,4362865.0
,,26,2024-07-10,,,LISA - ROCKSTAR Dance Practice Video,LLOUD Official,2024-07-09,4396825.0
,,27,2024-07-10,,,KAROL G - Si Antes Te Hubiera Conocido Remix - Dj Francisco Freites,Dj Francisco Freites,2024-06-24,455416.0
,,28,2024-07-10,,,Hay Lupita,Lomiiel - Topic,2024-06-27,1345176.0
,,29,2024-07-10,,,A LO PELOTERO 2 - DJ FARICHO - ERIVAN Y JERRY - MC TANA - TAPUY - VIDEO OFFICIAL - SALSA CHOKE,Dj Faricho,2024-06-11,148219.0
,,30,2024-07-10,,,💔 Camila - Mientes (Letra),Stay Retro,2024-06-30,215957.0
,,1,2024-07-10,,,Omar Montes & JC Reyes - GOTERAS,OMAR MONTES,2024-06-27,4346991.0
,,2,2024-07-10,,,JC REYES x YOVNGCHIMI x SLAYTER - 2xLL,LOS GREEN LANTERS,2024-07-04,1058381.0
,,3,2024-07-10,,,KAROL G - Si Antes Te Hubiera Conocido | Coke Studio,KarolGVEVO,2024-06-25,21775531.0
,,4,2024-07-10,,,Aitana - 4TO 23 (Video Oficial),AitanaVEVO,2024-07-04,685860.0
,,5,2024-07-10,,,Isabel Aaiún - Potra Salvaje (Hard Remix) ft. Fernando Moreno,LatinHype,2024-06-24,1815153.0
,,6,2024-07-10,,,"Maria Becerra, Trueno, Big One - Cuando Te Vi | CROSSOVER #5",Big One,2024-06-28,16906779.0
,,7,2024-07-10,,,"Chiara Oliver, Violeta Hódar - el parque (Video Oficial)",ChiaraOliverVEVO,2024-07-09,183823.0
,,8,2024-07-10,,,"Yo Soy el Mas Chulo de España - Bb trickz, Omar Montes, Tino JJ, El Baby R",Bb trickz,2024-07-04,355253.0
,,9,2024-07-10,,,"Myke Towers, Renn, Nio García, Yexel - MAQUILLAJE (Remix) Official Video",Myke Towers,2024-07-02,2861523.0
,,10,2024-07-10,,,"RVFV, DAVID BISBAL -  RUEDA (Video Oficial)",RVFV,2024-06-26,1475044.0
,,11,2024-07-10,,,Maka - Gracias a Dios (Video oficial),Maka Pna,2024-07-04,234928.0
,,12,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,13,2024-07-10,,,"Anuel AA, Ozuna,  DJ Luian, Mambo Kingz - Razones (Video Oficial)",Anuel AA,2024-06-28,22023765.0
,,14,2024-07-10,,,Kapo – Ohnana [Letra],Latin Union,2024-07-04,454709.0
,,15,2024-07-10,,,"SLAYTER, HADES66, BRYANT MYERS - 9x19 remix 🥷 (Official Video)",SLAYTER,2024-07-09,467223.0
,,16,2024-07-10,,,RUSLANA - LOKADEMÁS (Video Oficial),RUSLANAVEVO,2024-07-04,199242.0
,,17,2024-07-10,,,"Feid, ATL Jacob - LUNA (Letra/Lyrics)",Caribbean Breeze,2024-07-02,2504945.0
,,18,2024-07-10,,,"CANO, EL BOBE , SRNO - Reina (VIDEOCLIP OFICIAL)",CANO,2024-06-27,488991.0
,,19,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,20,2024-07-10,,,"WYA REMIX BLACK AND YELLOW ⚫️🟡 - (Video Oficial) J Abdiel, Anuel AA, Blessd, Izaak & Pirlo",J abdiel,2024-06-25,7950384.0
,,21,2024-07-10,,,Manuel Carrasco - La Reina Del Baile (Video Oficial),ManuelCarrascoVEVO,2024-06-25,745765.0
,,22,2024-07-10,,,"Tiago PZK, Manuel Turizo - De Vuelta (Video Oficial)",Tiago PZK,2024-07-05,1176905.0
,,23,2024-07-10,,,@ClarentKP - La de Bassy,Clarent,2024-07-04,386753.0
,,24,2024-07-10,,,"Tiago PZK, Duki - RCP (Visualizer)",Tiago PZK,2024-07-05,914371.0
,,25,2024-07-10,,,"Nicki Nicole, SAIKO - PERROS&GATA$ (Official Video)",nickinicoleVEVO,2024-06-27,1416571.0
,,26,2024-07-10,,,Lola Indigo - LA REINA (Video Oficial),LolaIndigoVEVO,2024-06-13,5378632.0
,,27,2024-07-10,,,Demarco Flamenco - Bonito (Lyric Video Oficial),Demarco Flamenco,2024-07-04,109030.0
,,28,2024-07-10,,,MAYO - So Cute (Video Oficial),mayooficialVEVO,2024-07-04,88338.0
,,29,2024-07-10,,,SEVDALIZA - ALIBI FT. PABLLO VITTAR & YSEULT (OFFICIAL MUSIC VIDEO),Sevdaliza,2024-06-28,13521294.0
,,30,2024-07-10,,,"El Alfa ""El Jefe"" x Nfasis - ESTE (Video Oficial)",ElAlfaElJefeTV,2024-07-04,4362865.0
,,1,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,2,2024-07-10,,,Eminem - Tobey feat. Big Sean & BabyTron (Official Music Video),Lyrical Lemonade,2024-07-08,5038187.0
,,3,2024-07-10,,,Yungeen Ace - Game Over (Official Music Video),Yungeen Ace,2024-06-28,7773939.0
,,4,2024-07-10,,,BossMan Dlow - PJ Ft. Lil Baby (Official Video),BossMan Dlow,2024-07-09,746592.0
,,5,2024-07-10,,,MINIMI (Video Oficial) - Bryan Martínez,Bryan Martínez,2024-07-04,5139753.0
,,6,2024-07-10,,,Tommy Richman - MILLION DOLLAR BABY (Official Music Video),Tommy Richman,2024-07-05,1914245.0
,,7,2024-07-10,,,"Quavo, Lana Del Rey - Tough (Official Video)",QuavoVEVO,2024-07-03,5571354.0
,,8,2024-07-10,,,Yungeen Ace - Do It (Official Music Video),Yungeen Ace,2024-06-23,8285015.0
,,9,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,10,2024-07-10,,,Lies Lies Lies,Morgan Wallen - Topic,2024-07-04,819367.0
,,11,2024-07-10,,,Thunder Bringer,Jorge Rivera-Herrans - Topic,2024-07-03,1036043.0
,,12,2024-07-10,,,Scylla,Jorge Rivera-Herrans - Topic,2024-07-03,933697.0
,,13,2024-07-10,,,"Rob49 - ""Homebody Remix"" Feat. Moneybagg Yo, Bossman Dlow, Skilla Baby (Music Video)",ROB49,2024-07-05,640842.0
,,14,2024-07-10,,,Sexyy Red ft. Chief Keef - Bow Bow Bow (F My Baby Dad) (Official Video),Sexyy Red,2024-06-28,2782552.0
,,15,2024-07-10,,,Lil Mabu - BANG! BANG! (XXL DISS) (Official Music Video),Lil Mabu,2024-06-27,3621056.0
,,16,2024-07-10,,,Different Beast,Jorge Rivera-Herrans - Topic,2024-07-03,877733.0
,,17,2024-07-10,,,Tauba Tauba | Bad Newz | Vicky Kaushal | Triptii Dimri | Karan Aujla | In cinemas 19th July,Saregama Music,2024-07-02,37925861.0
,,18,2024-07-10,,,Megan Thee Stallion - Mamushi (feat. Yuki Chiba) [Official Audio],Megan Thee Stallion,2024-06-28,4267532.0
,,19,2024-07-10,,,JT & Jeezy - OKAY (Official Video),JTWORLD,2024-06-28,1802282.0
,,20,2024-07-10,,,KAROL G - Si Antes Te Hubiera Conocido | Coke Studio,KarolGVEVO,2024-06-25,21775531.0
,,21,2024-07-10,,,Cody Johnson - Dirt Cheap (Official Music Video),Cody Johnson,2024-06-28,1667432.0
,,22,2024-07-10,,,Lil Durk - Went Hollywood For A Year,LilDurkVEVO,2024-06-28,2702355.0
,,23,2024-07-10,,,Teddy Swims - Lose Control (Lyrics),Creative Chaos,2024-07-04,1058279.0
,,24,2024-07-10,,,Post Malone ft. Blake Shelton - Pour Me A Drink (Official Video),PostMaloneVEVO,2024-06-24,8893812.0
,,25,2024-07-10,,,"Myke Towers, Renn, Nio García, Yexel - MAQUILLAJE (Remix) Official Video",Myke Towers,2024-07-02,2861523.0
,,26,2024-07-10,,,OTAKU HOT GIRL (Japan BTS),Megan Thee Stallion,2024-07-03,1626066.0
,,27,2024-07-10,,,"Anuel AA, Ozuna,  DJ Luian, Mambo Kingz - Razones (Video Oficial)",Anuel AA,2024-06-28,22023765.0
,,28,2024-07-10,,,42 Dugg - Since When (Feat. EST Gee) [Official Music Video],42DuggVEVO,2024-07-05,522454.0
,,29,2024-07-10,,,mgk - Sun to Me (Zach Bryan Cover) [Live from Cheshire Cottage],mgk,2024-06-26,2884411.0
,,30,2024-07-10,,,Babyfxce E - PTP [Official Music Video],Babyfxce E,2024-07-04,270901.0
,,1,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,2,2024-07-10,,,L'Algérino (ft. Soolking) - Roméo (Clip Officiel),L'Algerino,2024-07-05,2144261.0
,,3,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,4,2024-07-10,,,IDS - 3 X 1 (Clip Officiel),L2B,2024-07-05,174145.0
,,5,2024-07-10,,,Koba LaD - Un peu d'amour,Koba LaD,2024-07-05,349739.0
,,6,2024-07-10,,,JuL  - Mafiosa // Clip Officiel // 2024,DORETDEPLATINE,2024-06-28,2935816.0
,,7,2024-07-10,,,ISS - Soleil plein ( Clip Officiel ),ISS,2024-07-04,258235.0
,,8,2024-07-10,,,Houari feat. JuL - Vanillée // Clip officiel // 2024,Houari Officiel,2024-06-21,2854814.0
,,9,2024-07-10,,,TIAKOLA X GAZO - NOTRE DAME feat. Angèle (Visualizer),TIAKOLA,2024-06-29,905285.0
,,10,2024-07-10,,,Landy (Ft. Guy2Bezbar) - Charger (Clip Officiel),Landy,2024-06-28,879488.0
,,11,2024-07-10,,,CRF - Nouvelle École,Yorssy - Topic,2024-07-04,152880.0
,,12,2024-07-10,,,Teddy Swims - Lose Control (Lyrics),Creative Chaos,2024-07-04,1058279.0
,,13,2024-07-10,,,KLM Pursang - Fracture  (Clip Officiel),KLM PURSANG ,2024-07-05,121835.0
,,14,2024-07-10,,,GAMBI - HÉHÉ HÉ,Gambi,2024-07-05,506269.0
,,15,2024-07-10,,,Djadja & Dinaz - Continents [Lyrics Video],Djadja & Dinaz,2024-06-27,551456.0
,,16,2024-07-10,,,"Naps (ft. TK, Missan & La Crapule) - T'AS FAIT LE C0N (Clip Officiel)",Naps Officiel,2024-07-05,353281.0
,,17,2024-07-10,,,Eminem - Tobey feat. Big Sean & BabyTron (Official Music Video),Lyrical Lemonade,2024-07-08,5038187.0
,,18,2024-07-10,,,Franglish - Solide (Clip Officiel),Franglish,2024-07-05,611077.0
,,19,2024-07-10,,,ELLE & MA SŒUR,KLM - Topic,2024-07-04,97855.0
,,20,2024-07-10,,,UZI  - 50G feat @jksnofficiel (Clip officiel),UZI OFFICIEL,2024-06-21,2087843.0
,,21,2024-07-10,,,Koba LaD - Freestyle BMF #2,Koba LaD,2024-06-26,708466.0
,,22,2024-07-10,,,"Quavo, Lana Del Rey - Tough (Official Video)",QuavoVEVO,2024-07-03,5571354.0
,,23,2024-07-10,,,BABYMONSTER - ‘FOREVER’ M/V,BABYMONSTER,2024-06-30,53449990.0
,,24,2024-07-10,,,ISK feat. KLM & Mola - BRAV-M (Clip Officiel),ISK Officiel,2024-06-26,585155.0
,,25,2024-07-10,,,Fresh LaDouille - La calle (Clip officiel),Fresh LaDouille,2024-06-28,561193.0
,,26,2024-07-10,,,Samara - Contrat (Freestyle),Samara,2024-06-30,2044359.0
,,27,2024-07-10,,,K2S - Dougie (Paroles),Paroles Françaises,2024-07-03,137386.0
,,28,2024-07-10,,,Kaaris - QUE LO QUE ft. @ElGrandeToto  (Clip Officiel),Kaaris,2024-07-03,1023449.0
,,29,2024-07-10,,,SEVDALIZA - ALIBI FT. PABLLO VITTAR & YSEULT (OFFICIAL MUSIC VIDEO),Sevdaliza,2024-06-28,13521294.0
,,30,2024-07-10,,,Dani Mocanu - Hai sa ne iubim ca nemții 🇩🇪 Official Video,Dani Mocanu © Oficial,2024-07-08,1179065.0
,,1,2024-07-10,,,Tauba Tauba | Bad Newz | Vicky Kaushal | Triptii Dimri | Karan Aujla | In cinemas 19th July,Saregama Music,2024-07-02,37925861.0
,,2,2024-07-10,,,Ta Takkara (Telugu) - Video Song | Kalki 2898 AD | Prabhas | Disha Patani | Santhosh Narayanan,Saregama Telugu,2024-06-29,12237263.0
,,3,2024-07-10,,,Bholi Ke Lyana Se (Official Video) Gulshan Music | Nidhi Sharma | New Haryanvi Bhole Song 2024,VATS RECORDS,2024-07-04,2108642.0
,,4,2024-07-10,,,"#VIDEO - Dhani Tohar Dhan | #Khesari Lal Yadav, #Shilpi Raj | Sapna Chauhan | New Bhojpuri Song 2024",Khesari Music World,2024-07-06,2934188.0
,,5,2024-07-10,,,SteppaMaar Lyrical | Double ISMART | Ram Pothineni | Puri Jagannadh | Manisharma | Puri Connects,Aditya Music,2024-07-01,9111744.0
,,6,2024-07-10,,,Nenjin Ezhuth Official Music Video | Deepika Venkatachalam | Adarsh Krishnan N | Vidya Lakshmi G,Sony Music South,2024-07-08,567366.0
,,7,2024-07-10,,,"Chinna Chinna Kangal Lyrical Video | The Greatest Of All Time | Thalapathy Vijay | Venkat P, Yuvan S",T-Series,2024-06-22,10750571.0
,,8,2024-07-10,,,Theme of Kalki (Telugu) | Kalki 2898 AD | Prabhas | Amitabh | Kamal | Deepika | Santhosh Narayanan,Saregama Telugu,2024-06-25,6675375.0
,,9,2024-07-10,,,Vatteppam - Video Song | Mandakini | Dabzee | Altaf Salim | Anarkali Marikar | Vinod Leela,Saregama Malayalam,2024-07-02,734980.0
,,10,2024-07-10,,,Kaki काकी | Ajay Hooda (Official Video) Kavita Joshi | Latest Haryanvi DJ Song | Haryanvi Song 2024,Sonotek Music,2024-06-24,5952053.0
,,11,2024-07-10,,,Punakala Yellamma Bonam song 2024 |MadhuPriya|Kapil Madduri| Honey Ganesh | #Madhupriya #bonalu2024,Madhuppriya,2024-07-05,521956.0
,,12,2024-07-10,,,BROKEN HEART (Official Video) | SIPPY GILL | Latest Punjabi Songs 2024 | T-Series,T-Series Apna Punjab,2024-07-01,3016983.0
,,13,2024-07-10,,,KODAK | King & @SeedheMaut | MM | Official Music Video,King,2024-07-05,991500.0
,,14,2024-07-10,,,Kassam (Official Video) Garry Sandhu | New Punjabi Song 2024 | Fresh Media Records,Fresh Media Records,2024-07-04,2554568.0
,,15,2024-07-10,,,Shut up | Official Music Video | KR$NA | For The Day One$ EP,KRSNA,2024-07-05,3079041.0
,,16,2024-07-10,,,"Sitar Song Lyrical | Mr. Bachchan Movie | Ravi Teja,Bhagyashri B | Mickey J Meyer | Harish Shankar S",T-Series Telugu,2024-07-10,990577.0
,,17,2024-07-10,,,#Video | बरेक लिहीं राजा | #Pramod Premi Yadav | Barek Lihi Raja | Ft. Juli | New #Bhojpuri Song,Wave Music,2024-07-08,269762.0
,,18,2024-07-10,,,Indian 2 - Calendar Song Lyric Video | Kamal Haasan | Shankar | Anirudh | Subaskaran | Lyca,Sony Music South,2024-07-01,1470028.0
,,19,2024-07-10,,,Hope of Shambala (Telugu) | Kalki 2898 AD | Prabhas | Shobana | Deepika | Santhosh Narayanan,Saregama Telugu,2024-07-04,826891.0
,,20,2024-07-10,,,Don't Worry Baby Chinnamma Lyrical | Vijay Kumar | Gana Muthu | Charan Raj | Krishna | Jagadeesh,Anand Audio,2024-06-30,1263782.0
,,21,2024-07-10,,,Sai Abhyankkar - Aasa Kooda (Music Video) | Thejo Bharathwaj | Preity Mukundhan | Sai Smriti,Think Music India,2024-06-13,22482644.0
,,22,2024-07-10,,,Seedhe Maut - TT / Shutdown,Seedhe Maut,2024-06-26,1871414.0
,,23,2024-07-10,,,"Dug Dug (Official Video) Aman Jaji, Fiza Choudhary | Raj Mawar, Ashu T | New Haryanvi DJ Song 2024",Nav Haryanvi,2024-06-21,5392581.0
,,24,2024-07-10,,,गाड़ी हाकत हाकत | #Samar Singh | #Khushi Kakkar | Chandani Singh | Gaadi Hakat Hakat | #Bhojpuri Song,Wave Music,2024-07-10,118787.0
,,25,2024-07-10,,,지민 (Jimin) 'Smeraldo Garden Marching Band (feat. Loco)' Official Track Video,HYBE LABELS,2024-06-28,14808143.0
,,26,2024-07-10,,,"Yezhezhu Malai |Yezhu Kadal Yezhu Malai |Nivin,Anjali,Soori| Ram | #Yuvan | #Sana | VHouseProduction",Think Music India,2024-07-05,1715526.0
,,27,2024-07-10,,,AMBRAN DE HAANI (Official Video)| Ranjit Bawa | Sweetaj Brar | Black Virus | Sukh Aamad |True Makers,Ranjit Bawa Music,2024-07-05,400748.0
,,28,2024-07-10,,,Ibadatein - Rito Riba | Awantika | Siddhant Kaushal | Anshul Garg,Play DMF,2024-06-26,1983014.0
,,29,2024-07-10,,,Bhairava Anthem | Kalki 2898 AD (Telugu) | Prabhas | Diljit Dosanjh | Santhosh Narayanan,Saregama Telugu,2024-06-17,18267855.0
,,30,2024-07-10,,,Eminem - Tobey feat. Big Sean & BabyTron (Official Music Video),Lyrical Lemonade,2024-07-08,5038187.0
,,1,2024-07-10,,,ファタール / GEMN - Fatal / GEMN,キタニタツヤ / Tatsuya Kitani,2024-07-05,2875829.0
,,2,2024-07-10,,,BE:FIRST X ATEEZ / Hush-Hush -Music Video-,BE:FIRST Official,2024-07-01,3931483.0
,,3,2024-07-10,,,テレビ朝日開局65周年記念イベント「ThePerformance」点描の唄（Mrs. GREEN APPLE×NiziU),Mrs. GREEN APPLE,2024-07-08,1012338.0
,,4,2024-07-10,,,Mrs. GREEN APPLE「ライラック」MV - TVアニメ『忘却バッテリー』Ver. -,Mrs. GREEN APPLE,2024-07-04,1601265.0
,,5,2024-07-10,,,Snow Man「君は僕のもの」Music Video YouTube Ver.,Snow Man,2024-06-26,16230405.0
,,6,2024-07-10,,,【Ado】ルル (RuLe),Ado,2024-07-05,2538260.0
,,7,2024-07-10,,,TWICE「DIVE」Music Video,TWICE JAPAN OFFICIAL YouTube Channel,2024-07-09,2069447.0
,,8,2024-07-10,,,UNDEAD,YOASOBI - Topic,2024-06-30,3580428.0
,,9,2024-07-10,,,Mrs. GREEN APPLE「アポロドロス」Official Lyric Video,Mrs. GREEN APPLE,2024-07-03,1567485.0
,,10,2024-07-10,,,JEONGHAN X WONWOO (SEVENTEEN) - Last night (Acoustic Ver.) / THE FIRST TAKE,THE FIRST TAKE,2024-07-08,850604.0
,,11,2024-07-10,,,MAZZEL / Seaside Story -Music Video-,MAZZEL,2024-07-05,624995.0
,,12,2024-07-10,,,Snow Man「BREAKOUT」Music Video,Snow Man,2024-06-19,50608094.0
,,13,2024-07-10,,,MY FIRST STORY × HYDE「夢幻」Music Video,Sony Music (Japan),2024-06-23,7132168.0
,,14,2024-07-10,,,シカ色デイズ,Anko Koshi (CV: Rui Tanabe) - Topic,2024-07-07,762693.0
,,15,2024-07-10,,,aespa 'Hot Mess' MV,SMTOWN,2024-07-03,5982910.0
,,16,2024-07-10,,,ホムンクルス,Vaundy - Topic,2024-07-04,961214.0
,,17,2024-07-10,,,BABYMONSTER - ‘FOREVER’ M/V,BABYMONSTER,2024-06-30,53449990.0
,,18,2024-07-10,,,(여자)아이들((G)I-DLE) - '클락션 (Klaxon)' Official Music Video,(G)I-DLE (여자)아이들 (Official YouTube Channel),2024-07-08,11132196.0
,,19,2024-07-10,,,【Live】Creepy Nuts - Bling-Bang-Bang-Born(Live at 国立代々木競技場 第一体育館),Creepy Nuts,2024-06-29,1625154.0
,,20,2024-07-10,,,『星街の駅で』acoustic ver. 優里 × tuki.,優里ちゃんねる【公式】,2024-07-07,422221.0
,,21,2024-07-10,,,TXT (투모로우바이투게더) 'We’ll Never Change' Official MV,HYBE LABELS,2024-07-02,2308448.0
,,22,2024-07-10,,,"BAD HOP THE FINAL at 東京ドーム - High Land feat. Tiji Jojo, Vingo & YZERR",BAD HOP,2024-07-06,247130.0
,,23,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,24,2024-07-10,,,"BAD HOP THE FINAL at 東京ドーム - Last Party Never End feat. Tiji Jojo, YZERR, Yellow Pato & Vingo",BAD HOP,2024-07-08,192324.0
,,25,2024-07-10,,,モーニング娘。'24『最KIYOU』Promotion Edit,モーニング娘。,2024-07-07,388932.0
,,26,2024-07-10,,,Da-iCE - I wonder / THE FIRST TAKE,THE FIRST TAKE,2024-06-26,4150898.0
,,27,2024-07-10,,,Sharon,OFFICIAL HIGE DANDISM - Topic,2024-07-02,648171.0
,,28,2024-07-10,,,EYES ON YOU,Kana Nishino - Topic,2024-07-04,277035.0
,,29,2024-07-10,,,NewJeans (뉴진스) ‘Supernatural’ Official MV (Part.2),HYBE LABELS,2024-07-04,3890171.0
,,30,2024-07-10,,,ASIAN KUNG-FU GENERATION - Haruka Kanata / THE FIRST TAKE,THE FIRST TAKE,2024-07-05,932495.0
,,1,2024-07-10,,,MINIMI (Video Oficial) - Bryan Martínez,Bryan Martínez,2024-07-04,5139753.0
,,2,2024-07-10,,,"PRIMO (Video Oficial) - Tito Double P, Natanael Cano",Tito Double P,2024-07-06,2207978.0
,,3,2024-07-10,,,Banda MS de Sergio Lizárraga & Alfredo Olivas – Tengo Claro (Video Oficial),BANDA MS,2024-07-05,1249538.0
,,4,2024-07-10,,,Amapola,La P Doble - Topic,2024-07-02,1333396.0
,,5,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,6,2024-07-10,,,Labios de Cereza 2 - (Video Oficial) - T3R Elemento - DEL Records 2024,DEL Records,2024-06-27,2219359.0
,,7,2024-07-10,,,"VINO TINTO (Video Oficial) - Peso Pluma, Natanael Cano, Gabito Ballesteros",Peso Pluma,2024-06-26,6695713.0
,,8,2024-07-10,,,Xavi - OOTD (Official Video),Xavi Oficial,2024-06-28,4350918.0
,,9,2024-07-10,,,Sobran Motivos,Conjunto Rienda Real - Topic,2024-06-19,508190.0
